country,id,series,shot,year,month,day,time,site,lat,lon,height,groundheight,type,purpose,yieldmin,yieldmax,yieldest,yield,seismic,crater
usa,624,Bowline,Bowl-1              S,1969,6,26,16:00:00,NTS-YF,37.16248,-116.07862,198.12,1316,UG-S,WR,0,20,,2,4.1,
usa,625,Bowline,Bowl-2              SS,1969,6,26,16:00:00,NTS-YF,37.161,-116.08,,1315,UG-S,WR,0,20,,3,,80
usa,626,Mandrel,Ildrim,1969,7,16,13:02:30,NTS-YF,37.11943,-116.05512,410.26,1256,UG-S,WR,20,200,18,20,4.7,150
usa,627,Mandrel,Hutch,1969,7,16,14:55:00,NTS-YF,37.13953,-116.08744,548.64,1300,UG-S,WR,20,200,120,120,5.6,274
usa,628,Mandrel,Spider-A            S,1969,8,14,14:30:00,NTS-YF,37.16024,-116.06361,207.26,1292,UG-S,WR,0,20,,1,,7
usa,629,Mandrel,Spider-B            SS,1969,8,14,14:30:00,NTS-YF,37.158,-116.065,-213,1291,UG-S,WR,0,20,,1,,30
usa,630,Mandrel,Pliers,1969,8,27,13:45:00,NTS-YF,37.0215,-116.03808,238.87,1187,UG-S,WR,0,20,,10,4.7,123
usa,631,Mandrel,Horehound,1969,8,27,13:45:00,NTS-YF,36.9927,-115.99553,331.83,1174,UG-S,WR,0,20,,,,
usa,632,Mandrel,Rulison,1969,9,10,21:00:00,-CO,39.4058,-107.9481,-2570,2469,UG-S,PR,40,,,40,5.3,
usa,633,Mandrel,Minute Steak,1969,9,12,18:02:20,NTS-FF,36.87722,-115.9285,264.26,1007,UG-S,WE,0,20,5,5,4.5,69
usa,634,Mandrel,Jorum,1969,9,16,14:30:00,NTS-PM,37.31414,-116.46067,158.24,1898,UG-S,WR,0,1000,800,800,6.2,
usa,635,Mandrel,Kyack-A             S,1969,9,20,14:30:00,NTS-YF,37.159,-116.069,192.02,1296,UG-S,WR,0,20,,0.8,3.8,50
usa,636,Mandrel,Kyack-B             SS,1969,9,20,14:30:00,NTS-YF,37.157,-116.067,-192,1293,UG-S,WR,0,20,,1,,40
usa,637,Mandrel,Seaweed-C           S,1969,10,1,14:30:00,NTS-YF,37.01051,-115.99957,118.43,1184,UG-S,SE,0,20,,,,
usa,638,Mandrel,Seaweed-D           SS,1969,10,1,14:30:00,NTS-YF,37.01,-116,-118,1183,UG-S,SE,0,20,,,,
usa,639,Mandrel,Seaweed-E           SS,1969,10,1,14:30:00,NTS-YF,37.014,-115.999,,1184,UG-S,SE,0,20,,,,
usa,640,Mandrel,Milrow,1969,10,2,22:06:00,AK,51.4171,179.1823,-1220,40,UG-S,WR,1000,,,1000,6.4,610
usa,641,Mandrel,Pipkin,1969,10,8,14:30:00,NTS-PM,37.25672,-116.44075,624.84,1965,UG-S,WR,200,1000,120,200,5.6,116
usa,642,Mandrel,Seaweed B,1969,10,16,14:00:00,NTS-YF,37.01277,-115.99826,118.55,1185,UG-S,SE,0,20,,,,
usa,643,Mandrel,Cruet,1969,10,29,19:30:00,NTS-YF,37.1215,-116.12775,263.65,1372,UG-S,WR,11,,,11,5.1,76
usa,644,Mandrel,Pod-A               S,1969,10,29,20:00:00,NTS-YF,37.14021,-116.1305,-266.7,1397,UG-S,WR,16.7,200,16.7,16.7,5,
usa,645,Mandrel,Pod-B               SS,1969,10,29,20:00:00,NTS-YF,37.14,-116.143,,1464,UG-S,WR,,,,,,
usa,646,Mandrel,Pod-C               SS,1969,10,29,20:00:00,NTS-YF,37.136,-116.141,,1448,UG-S,WR,,,,,,
usa,647,Mandrel,Pod-D               SS,1969,10,29,20:00:00,NTS-YF,37.135,-116.137,-312,1424,UG-S,WR,,,,,,
usa,648,Mandrel,Calabash,1969,10,29,22:01:51,NTS-YF,37.14331,-116.06383,624.84,1283,UG-S,WR,110,,140,110,5.7,300
usa,649,Mandrel,Scuttle,1969,11,13,15:15:00,NTS-YF,37.16463,-116.07483,164.59,1312,UG-S,WR,1.7,,,1.7,,
usa,650,Mandrel,Piccalilli,1969,11,21,14:52:00,NTS-YF,37.03119,-116.00206,-393.8,1195,UG-S,WR,20,200,22,22,5,224
usa,651,Mandrel,Planer,1969,11,21,14:52:00,NTS-YF,37.04816,-116.02273,377.84,1183,UG-S,WR,0,20,22,20,,
usa,652,Mandrel,Diesel Train,1969,12,5,17:00:00,NTS-RM,37.17997,-116.21086,419.15,2207,UG-T,WE,0,20,20,20,5,
usa,653,Mandrel,Culantro-A          S,1969,12,10,15:00:00,NTS-YF,37.01472,-116.00287,134.13,1181,UG-S,WR,0,20,,,,
usa,654,Mandrel,Culantro-B          SS,1969,12,10,15:00:00,NTS-YF,37.015,-116.002,,1182,UG-S,WR,0,20,,,,
usa,655,Mandrel,Tun-A               S,1969,12,10,15:30:00,NTS-YF,37.168,-116.08,193.55,1323,UG-S,WR,0,20,,2.5,4.2,30
usa,656,Mandrel,Tun-B               SS,1969,12,10,15:30:00,NTS-YF,37.169,-116.08,-194,1324,UG-S,WR,0,20,,2,,50
usa,657,Mandrel,Tun-C               SS,1969,12,10,15:30:00,NTS-YF,37.168,-116.078,-194,1319,UG-S,WR,0,20,,2,,50
usa,658,Mandrel,Tun-D               SS,1969,12,10,15:30:00,NTS-YF,37.169,-116.078,-256,1320,UG-S,WR,0,20,,3,,90
usa,659,Mandrel,Grape A,1969,12,17,15:00:00,NTS-YF,37.08381,-116.00158,550.67,1274,UG-S,WR,20,200,89,89,5.5,336
usa,660,Mandrel,Lovage,1969,12,17,15:15:00,NTS-YF,37.00658,-116.02281,378.05,1181,UG-S,WR,0,20,16,16,4.8,193
usa,661,Mandrel,Terrine-White       S,1969,12,18,19:00:00,NTS-YF,37.12047,-116.03478,461.77,1264,UG-S,WR,20,200,38,38,5.2,
usa,662,Mandrel,Terrine-Yellow      SS,1969,12,18,19:00:00,NTS-YF,37.121,-116.029,-417,1277,UG-S,WR,20,200,,,,
usa,663,Mandrel,Fob-Green           S,1970,1,23,16:30:00,NTS-YF,37.141,-116.038,-266.7,1266,UG-S,WR,0,20,,8,4.6,76
usa,664,Mandrel,Fob-Red             SS,1970,1,23,16:30:00,NTS-YF,37.13742,-116.03678,,1263,UG-S,WR,0,20,,,,
usa,665,Mandrel,Fob-Blue            SS,1970,1,23,16:30:00,NTS-YF,37.141,-116.034,,1273,UG-S,WR,0,20,,,,
usa,666,Mandrel,Ajo,1970,1,30,17:00:00,NTS-YF,37.03083,-116.03475,304.11,1191,UG-S,WR,0,20,20,20,4.6,175
usa,667,Mandrel,Grape B,1970,2,4,17:00:00,NTS-YF,37.09808,-116.0265,554.46,1269,UG-S,WR,20,200,120,120,5.6,440
usa,668,Mandrel,Belen,1970,2,4,17:00:00,NTS-YF,37.05502,-116.03884,-420.8,1206,UG-S,WR,20,200,210,97,,240
usa,669,Mandrel,Labis,1970,2,5,15:00:00,NTS-YF,37.16397,-116.03883,441.96,1286,UG-S,WR,25,,,25,4.7,240
usa,670,Mandrel,Diana Mist,1970,2,11,19:15:00,NTS-RM,37.20128,-116.20522,402.02,2229,UG-T,WE,0,20,12,12,4.7,
usa,671,Mandrel,Cumarin,1970,2,25,14:28:38,NTS-YF,37.03667,-115.99958,408.51,1206,UG-S,WR,20,200,51,51,5.2,219
usa,672,Mandrel,Yannigan-Red        S,1970,2,26,15:30:00,NTS-YF,37.11636,-116.06144,388.62,1258,UG-S,WR,20,200,70,70,5.3,287
usa,673,Mandrel,Yannigan-Blue       SS,1970,2,26,15:30:00,NTS-YF,37.114,-116.067,-394,1258,UG-S,WR,20,200,,20,,200
usa,674,Mandrel,Yannigan-White      SS,1970,2,26,15:30:00,NTS-YF,37.118,-116.067,-363,1261,UG-S,WR,20,200,,30,,230
usa,675,Mandrel,Cyathus,1970,3,6,14:24:01,NTS-YF,37.02311,-116.09175,289.56,1353,UG-S,WR,8.7,,,8.7,4.5,60
usa,676,Mandrel,Arabis-Red          S,1970,3,6,15:00:00,NTS-YF,37.14,-116.032,249.94,1276,UG-S,WR,0,20,,3.5,4.3,113
usa,677,Mandrel,Arabis-Green        SS,1970,3,6,15:00:00,NTS-YF,37.142,-116.035,,1270,UG-S,WR,0,20,,,,
usa,678,Mandrel,Arabis-Blue         SS,1970,3,6,15:00:00,NTS-YF,37.14,-116.038,,1265,UG-S,SE,0,20,,,,
usa,679,Mandrel,Jal,1970,3,19,14:03:30,NTS-YF,37.00108,-116.02286,301.39,1178,UG-S,WR,0,20,6,6,4.1,139
usa,680,Mandrel,Shaper,1970,3,23,23:05:00,NTS-YF,37.08622,-116.02111,560.44,1252,UG-S,WR,20,200,89,89,5.5,335
usa,681,Mandrel,Handley,1970,3,26,19:00:00,NTS-PM,37.30047,-116.53411,209.14,1772,UG-S,WR,1000,15000,1900,1900,6.5,400
usa,682,Mandrel,Snubber,1970,4,21,14:30:00,NTS-YF,37.05489,-115.98811,-343.5,1253,UG-S,WE,12.7,,9,12.7,4.6,
usa,683,Mandrel,Can-Green           S,1970,4,21,15:00:00,NTS-YF,37.112,-116.083,274.32,1266,UG-S,WR,20,200,15,20,4.8,180
usa,684,Mandrel,Can-Red             SS,1970,4,21,15:00:00,NTS-YF,37.11558,-116.08011,,1268,UG-S,WR,20,200,,20,,170
usa,685,Mandrel,Beebalm,1970,5,1,14:13:00,NTS-YF,37.05922,-116.02817,390.21,1209,UG-S,WR,0,20,1,1,4.2,
usa,686,Mandrel,Hod-C (Blue),1970,5,1,14:25:00,NTS-YF,37.138,-116.032,,1276,UG-S,SE,0,20,,,,
usa,687,Mandrel,Hod-A (Green)       S,1970,5,1,14:40:00,NTS-YF,37.136,-116.035,265.18,1268,UG-S,WR,0,20,9,9,4.5,157
usa,688,Mandrel,Hod-B (Red)         SS,1970,5,1,14:40:00,NTS-YF,37.133,-116.03408,-241,1266,UG-S,WR,0,20,,4,,110
usa,689,Mandrel,Mint Leaf,1970,5,5,15:30:00,NTS-RM,37.21653,-116.18406,396.24,2094,UG-T,WE,0,20,21,20,5.2,
usa,690,Mandrel,Diamond Dust,1970,5,12,14:00:00,NTS-16,37.01044,-116.20189,221.89,1899,UG-T,VU,0,20,,,,
usa,691,Mandrel,Cornice-Yellow      S,1970,5,15,13:30:00,NTS-YF,37.166,-116.036,390.14,1293,UG-S,WR,20,200,45,45,5.3,241
usa,692,Mandrel,Cornice-Green       SS,1970,5,15,13:30:00,NTS-YF,37.16192,-116.03886,,1286,UG-S,WR,20,200,,40,,250
usa,693,Mandrel,Manzanas,1970,5,21,14:00:00,NTS-YF,37.02886,-115.99194,240.65,1194,UG-S,WR,0,20,1,1,3.5,
usa,694,Mandrel,Morrones,1970,5,21,14:15:00,NTS-YF,37.07081,-116.013,482.72,1237,UG-S,WR,20,200,29,29,5.1,
usa,695,Mandrel,Hudson Moon,1970,5,26,14:16:00,NTS-RM,37.1826,-116.2134,422.45,2274,UG-T,WE,0,20,9,9,5,
usa,696,Mandrel,Flask-Green         S,1970,5,26,15:00:00,NTS-YF,37.113,-116.063,-529,1251,UG-S,PR,105,,120,105,5.6,297
usa,697,Mandrel,Flask-Yellow        SS,1970,5,26,15:00:00,NTS-YF,37.118,-116.064,-335,1259,UG-S,PR,0.09,,,0.09,,
usa,698,Mandrel,Flask-Red           SS,1970,5,26,15:00:00,NTS-YF,37.11619,-116.0667,-152.4,1259,UG-S,PR,0.035,,,0.035,,
usa,699,Mandrel,Piton-C,1970,5,28,11:45:00,NTS-YF,37.13847,-116.02992,100.58,1279,UG-S,WR,0,20,,2.5,4.2,
usa,700,Mandrel,Piton-A             S,1970,5,28,12:00:00,NTS-YF,37.14398,-116.03262,236.22,1274,UG-S,WR,0,20,,0.8,3.8,
usa,701,Mandrel,Piton-B             SS,1970,5,28,12:00:00,NTS-YF,37.141,-116.035,,1270,UG-S,WR,0,20,,,,
usa,702,Mandrel,Arnica-Yellow       S,1970,6,26,13:00:00,NTS-YF,37.11392,-116.08614,309.37,1270,UG-S,WR,0,20,,3.5,4.3,150
usa,703,Mandrel,Arnica-Violet       SS,1970,6,26,13:00:00,NTS-YF,37.117,-116.085,-264,1272,UG-S,WR,0,20,,2,,50
usa,704,Emery,Scree-Acajou        S,1970,10,13,15:05:00,NTS-YF,37.13745,-116.03404,249.33,1269,UG-S,WR,0,20,,1,3.9,
usa,705,Emery,Scree-Alhambra      SS,1970,10,13,15:05:00,NTS-YF,37.134,-116.032,-192,1273,UG-S,WR,0,20,,2,,50
usa,706,Emery,Scree-Chamois       SS,1970,10,13,15:05:00,NTS-YF,37.137,-116.032,,1275,UG-S,SE,0,20,,,,
usa,707,Emery,Tijeras,1970,10,14,14:30:00,NTS-YF,37.0707,-116.0051,560.62,1249,UG-S,WR,20,200,89,89,5.5,308
usa,708,Emery,Truchas-Chacon      S,1970,10,28,14:30:00,NTS-YF,37.014,-116.019,118.38,1182,UG-S,SE,0,20,,,,
usa,709,Emery,Truchas-Chamisal    SS,1970,10,28,14:30:00,NTS-YF,37.014,-116.018,-118,1182,UG-S,SE,0,20,,,,
usa,710,Emery,Truchas-Rodarte     SS,1970,10,28,14:30:00,NTS-YF,37.015,-116.02,,1183,UG-S,WR,0,20,,8,,150
usa,711,Emery,Abeytas,1970,11,5,15:00:00,NTS-YF,37.02947,-116.01181,393.46,1188,UG-S,WR,20,200,16,20,4.9,222
usa,712,Emery,Penasco,1970,11,19,15:00:00,NTS-YF,37.01479,-116.01588,270.92,1183,UG-S,WR,0,20,,2,4.1,150
usa,713,Emery,Carrizozo           S,1970,12,3,15:07:00,NTS-YF,37.006,-116.041,,1183,UG-S,WR,0,20,,,,
usa,714,Emery,Corazon             SS,1970,12,3,15:07:00,NTS-YF,37.002,-116.03791,241.12,1180,UG-S,WR,0,20,,0.1,3.1,
usa,715,Emery,Canjilon,1970,12,16,16:00:00,NTS-YF,37.07252,-116.02499,302.19,1227,UG-S,WR,0,20,,,,
usa,716,Emery,Artesia,1970,12,16,16:00:00,NTS-YF,37.10017,-116.00794,484.83,1302,UG-S,WR,20,200,,45,5.2,268
usa,717,Emery,Avens-Andorre       S,1970,12,16,16:00:00,NTS-YF,37.142,-116.04,,1264,UG-S,WR,0,20,,,,
usa,718,Emery,Avens-Alkermes      SS,1970,12,16,16:00:00,NTS-YF,37.137,-116.039,,1262,UG-S,WR,0,20,,,,
usa,719,Emery,Avens-Asamite       SS,1970,12,16,16:00:00,NTS-YF,37.134,-116.036,,1264,UG-S,WR,0,20,,,,
usa,720,Emery,Avens-Cream         SS,1970,12,16,16:00:00,NTS-YF,37.14289,-116.034,292.91,1271,UG-S,WR,0,20,,20,5.1,177
usa,721,Emery,Carpetbag,1970,12,17,16:05:00,NTS-YF,37.12914,-116.083,661.42,1284,UG-S,WR,220,,180,220,5.8,335
usa,722,Emery,Baneberry,1970,12,18,15:30:00,NTS-YF,37.17314,-116.09886,277.98,1367,UG-S,WR,10,,28,10,5.2,150
usa,723,Emery,Embudo,1971,6,16,14:50:00,NTS-YF,37.03317,-116.01367,303.06,1191,UG-S,WR,0,20,18,18,4.9,157
usa,724,Emery,Dexter,1971,6,23,14:00:00,NTS-YF,37.01321,-116.01642,119.94,1182,UG-S,SE,0,20,,,,
usa,725,Emery,Laguna,1971,6,23,15:30:00,NTS-YF,37.02197,-116.02267,454.92,1186,UG-S,WR,20,200,12,20,4.8,188
usa,726,Emery,Harebell,1971,6,24,14:00:00,NTS-YF,37.14669,-116.06683,518.77,1287,UG-S,WR,20,200,38,38,5.2,300
usa,727,Emery,Camphor,1971,6,29,18:30:00,NTS-RM,37.17678,-116.21149,423.67,2289,UG-T,WE,0,20,,20,4.9,
usa,728,Grommet,Diamond Mine,1971,7,1,14:00:00,NTS-16,37.01153,-116.20339,266.15,1896,UG-T,VU,0,20,,,,
usa,729,Grommet,Miniata,1971,7,8,14:00:00,NTS-YF,37.11011,-116.05142,528.83,1247,UG-S,PR,83,,89,83,5.5,247
usa,730,Grommet,Bracken,1971,7,9,14:00:00,NTS-YF,37.16445,-116.03273,-304.8,1297,UG-S,WR,0,20,,0.25,3.4,
usa,731,Grommet,Apodaca,1971,7,21,13:33:00,NTS-YF,37.01438,-115.99193,-241.4,1195,UG-S,WR,0,20,,0.25,3.4,
usa,732,Grommet,Barranca,1971,8,4,13:30:00,NTS-YF,37.02607,-116.01956,270.74,1187,UG-S,WR,0,20,,,,
usa,733,Grommet,Nama-Amarylis       S,1971,8,5,18:07:45,NTS-YF,37.145,-116.034,-272.8,1273,UG-S,WR,0,20,,,,
usa,734,Grommet,Nama-Mephisto       SS,1971,8,5,18:07:45,NTS-YF,37.141,-116.032,,1276,UG-S,WR,0,20,,,,
usa,735,Grommet,Baltic,1971,8,6,14:31:00,NTS-YF,37.13853,-116.0409,411.48,1260,UG-S,WR,0,20,,,,
usa,736,Grommet,Algodones,1971,8,18,14:00:00,NTS-YF,37.05719,-116.03633,527.61,1206,UG-S,WR,20,200,67,67,5.4,261
usa,737,Grommet,Frijoles-Deming     S,1971,9,22,14:00:00,NTS-YF,37.022,-116.02,149.86,1186,UG-S,SE,0,20,,0.5,3.6,
usa,738,Grommet,Frijoles-Espuela    SS,1971,9,22,14:00:00,NTS-YF,37.023,-116.017,,1186,UG-S,SE,0,20,,,,
usa,739,Grommet,Frijoles-Guaje      SS,1971,9,22,14:00:00,NTS-YF,37.024,-116.016,,1186,UG-S,WR,0,20,,,,
usa,740,Grommet,Frijoles-Petaca     SS,1971,9,22,14:00:00,NTS-YF,37.022,-116.017,,1185,UG-S,WR,0,20,,,,
usa,741,Grommet,Pedernal,1971,9,29,14:00:00,NTS-YF,37.01103,-116.00733,378.68,1180,UG-S,WR,0,20,4,4,4.4,
usa,742,Grommet,Chantilly,1971,9,29,14:30:00,NTS-YF,37.12448,-116.08698,330.71,1280,UG-S,WR,0,20,,,,
usa,743,Grommet,Cathay,1971,10,8,14:30:00,NTS-YF,37.11378,-116.03733,377.95,1261,UG-S,WR,0,20,7,7,4.7,256
usa,744,Grommet,Lagoon,1971,10,14,14:30:00,NTS-YF,37.17978,-116.05309,-304.8,1286,UG-S,WR,0,20,,5,4.4,60
usa,745,Grommet,Cannikin,1971,11,6,22:00:00,AK,51.4719,179.1069,-1790,63,UG-S,WR,0,5000,,4800,6.8,1100
usa,746,Grommet,Diagonal Line,1971,11,24,20:15:00,NTS-FF,36.87922,-115.93469,264.26,1010,UG-S,WE,0,20,4,4,,53
usa,747,Grommet,Parnassia,1971,11,30,15:45:00,NTS-YF,37.16045,-116.07023,330.71,1302,UG-S,WR,0,20,,10,4.7,150
usa,748,Grommet,Chaenactis,1971,12,14,21:09:59,NTS-YF,37.12394,-116.08956,331.01,1281,UG-S,WR,20,200,24,24,4.7,113
usa,749,Grommet,Hospah,1971,12,14,21:10:01,NTS-YF,37.02585,-116.02915,302.03,1188,UG-S,WR,0,20,,11,,170
usa,750,Grommet,Yerba,1971,12,14,21:10:01,NTS-YF,37.02325,-116.05863,331.99,1202,UG-S,WR,0,20,,5,,120
usa,751,Grommet,Mescalero,1972,1,5,15:10:00,NTS-YF,37.04566,-116.02954,120.24,1198,UG-S,WR,0,20,,,,
usa,752,Grommet,Cowles,1972,2,3,21:45:00,NTS-YF,37.00108,-116.01943,301.78,1178,UG-S,WR,0,20,,2,4.1,90
usa,753,Grommet,Dianthus,1972,2,17,19:02:00,NTS-YF,37.1657,-116.05624,-304.8,1279,UG-S,WR,0,20,,3.5,4.3,90
usa,754,Grommet,Sappho,1972,3,23,18:50:00,NTS-YF,37.11305,-116.08082,197.82,1266,UG-S,WR,0,20,,4,,100
usa,755,Grommet,Ocate               S,1972,3,30,21:00:00,NTS-YF,37.004,-116.016,,1179,UG-S,WR,0,20,,,,
usa,756,Grommet,Onaja               SS,1972,3,30,21:00:00,NTS-YF,37.00547,-116.02008,279.04,1180,UG-S,WR,0,20,,8,4.6,
usa,757,Grommet,Longchamps,1972,4,19,16:32:00,NTS-YF,37.12194,-116.08383,326.44,1276,UG-S,WR,0,20,,8,4.6,30
usa,758,Grommet,Jicarilla,1972,4,19,16:42:00,NTS-YF,37.00661,-116.01661,148.11,1180,UG-S,WR,0,20,,,,
usa,759,Grommet,Misty North,1972,5,2,19:15:00,NTS-RM,37.2077,-116.2088,376.08,2199,UG-T,WE,0,20,19,19,5,
usa,760,Grommet,Kara,1972,5,11,14:00:00,NTS-YF,37.11249,-116.0845,259.08,1267,UG-S,WR,0,20,,0.5,3.6,
usa,761,Grommet,Zinnia,1972,5,17,14:10:00,NTS-YF,37.12056,-116.08789,322.78,1277,UG-S,WR,0,20,8,8,4.4,102
usa,762,Grommet,Monero,1972,5,19,17:00:00,NTS-YF,37.06469,-116.00175,537.35,1245,UG-S,WR,0,20,12,12,4.9,
usa,763,Grommet,Merida,1972,6,7,15:20:00,NTS-YF,37.11589,-116.08533,204.22,1271,UG-S,WR,0,20,,0.8,3.8,50
usa,764,Grommet,Capitan,1972,6,28,14:41:00,NTS-YF,36.99296,-116.09063,134.48,1175,UG-S,WR,0,20,,0.6,3.7,
usa,765,Grommet,Tajique,1972,6,28,16:30:00,NTS-YF,37.06959,-115.99211,332.31,1274,UG-S,WR,0,20,,,,
usa,766,Grommet,Haplopappus,1972,6,28,16:30:03,NTS-YF,37.1352,-116.03527,-184.4,1264,UG-S,WR,0,20,,6,,130
usa,767,Toggle,Diamond Sculls,1972,7,20,17:16:00,NTS-RM,37.21453,-116.18336,-419.4,2113,UG-T,WE,0,20,21,21,5,
usa,768,Toggle,Atarque,1972,7,25,13:30:00,NTS-YF,37.01249,-116.01505,-294.2,1182,UG-S,WR,0,20,,1.5,4,
usa,769,Toggle,Cebolla             S,1972,8,9,13:31:10,NTS-YF,37.007,-116.02,-287,1180,UG-S,WR,0,20,,,,
usa,770,Toggle,Cuchillo            SS,1972,8,9,13:31:10,NTS-YF,37.00375,-116.01906,198.81,1179,UG-S,WR,0,20,,,,
usa,771,Toggle,Solano              SS,1972,8,9,13:31:10,NTS-YF,37.003,-116.018,,1179,UG-S,SE,0,20,,,,
usa,772,Toggle,Oscuro,1972,9,21,15:30:00,NTS-YF,37.08206,-116.03656,560.21,1225,UG-S,WR,20,200,160,160,5.7,411
usa,773,Toggle,Delphinium,1972,9,26,14:30:00,NTS-YF,37.12136,-116.08572,295.66,1276,UG-S,WR,15,,,15,4.4,118
usa,774,Toggle,Akbar,1972,11,9,15:15:00,NTS-YF,37.16204,-116.03316,-267,1295,UG-S,WR,0,20,,0.6,3.7,
usa,775,Toggle,Arsenate,1972,11,9,18:15:00,NTS-YF,37.12144,-116.03233,250.24,1268,UG-S,WR,0,20,,0.6,3.7,
usa,776,Toggle,Canna-Umbrinus      S,1972,11,17,18:00:00,NTS-YF,37.14,-116.033,213.36,1273,UG-S,WR,0,20,,,,
usa,777,Toggle,Canna-Limoges       SS,1972,11,17,18:00:00,NTS-YF,37.14,-116.033,,1273,UG-S,SE,0,20,,,,
usa,778,Toggle,Tuloso,1972,12,12,16:30:00,NTS-YF,37.0313,-116.02123,271.09,1189,UG-S,WR,0,20,,0.2,3.3,
usa,779,Toggle,Solanum,1972,12,14,15:30:00,NTS-YF,37.13809,-116.03473,201.17,1267,UG-S,WR,0,20,,,,
usa,780,Toggle,Flax-Source,1972,12,21,20:15:00,NTS-YF,37.1399,-116.0833,-440,1296,UG-S,WR,0,20,22,20,5,178
usa,781,Toggle,Flax-Test           S,1972,12,21,20:15:24,NTS-YF,37.13994,-116.08325,688.85,1296,UG-S,WE,20,200,,,,
usa,782,Toggle,Flax-Backup         SS,1972,12,21,20:15:24,NTS-YF,37.13994,-116.08325,,1296,UG-S,WE,0,20,,,,
usa,783,Toggle,Alumroot,1973,2,14,15:30:00,NTS-YF,37.14709,-116.05009,182.88,1264,UG-S,WR,0,20,,,,
usa,784,Toggle,Miera,1973,3,8,16:10:00,NTS-YF,37.10358,-116.02672,568.39,1279,UG-S,WR,20,200,67,67,5.4,340
usa,785,Toggle,Gazook,1973,3,23,20:15:00,NTS-YF,37.11727,-116.08703,326.14,1274,UG-S,WR,0,20,,0.2,3.3,
usa,786,Toggle,Natoma,1973,4,5,14:50:00,NTS-YF,37.17788,-116.05389,243.84,1283,UG-S,WR,0,20,,,,
usa,787,Toggle,Angus               S,1973,4,25,22:25:00,NTS-YF,37.00483,-116.02844,452.63,1180,UG-S,WR,0,20,9,S     9,4.7,
usa,788,Toggle,Velarde             SS,1973,4,25,22;25:00.07,NTS-YF,36.994,-116.022,-277,1176,UG-S,WR,0,20,,8,,150
usa,789,Toggle,Colmor,1973,4,26,15:15:00,NTS-YF,37.01215,-116.01997,245.81,1182,UG-S,WR,0,20,,0.5,3.6,
usa,790,Toggle,Starwort,1973,4,26,17:15:00,NTS-YF,37.12306,-116.0585,563.88,1261,UG-S,WR,90,,120,90,5.6,351
usa,791,Toggle,Mesita,1973,5,9,13:30:00,NTS-YF,37.00627,-116.01608,149.25,1180,UG-S,WR,0,20,,,,
usa,792,Toggle,Rio Blanco-1        S,1973,5,17,16:00:00,-CO,39.793,-108.368,-2040,2005,UG-S,PR,33,,,33,5.4,
usa,793,Toggle,Rio Blanco-2        SS,1973,5,17,16:00:00,-CO,39.793,-108.367,,2005,UG-S,PR,33,,,33,,
usa,794,Toggle,Rio Blanco-3        SS,1973,5,17,16:00:00,-CO,39.793,-108.368,,2005,UG-S,PR,33,,,33,,
usa,795,Toggle,Cabresto,1973,5,24,13:30:00,NTS-YF,37.07805,-116.03077,197.89,1228,UG-S,WR,0,20,,15,4.8,
usa,796,Toggle,Kashan,1973,5,24,14:30:00,NTS-YF,37.16223,-116.05597,265.18,1277,UG-S,WR,0,20,,2,4.1,110
usa,797,Toggle,Dido Queen,1973,6,5,17:00:00,NTS-RM,37.18503,-116.21511,391.36,2247,UG-T,WE,0,20,18,18,5.1,
usa,798,Toggle,Almendro,1973,6,6,13:00:00,NTS-PM,37.2451,-116.346,66.52,2069,UG-S,WR,200,1000,250,250,6.1,
usa,799,Toggle,Potrillo,1973,6,21,14:45:00,NTS-YF,37.09204,-116.02723,567.02,1255,UG-S,WR,20,200,58,S    58,5.3,340
usa,800,Toggle,Portulaca,1973,6,28,19:15:12,NTS-YF,37.14842,-116.08586,466.34,1311,UG-S,WR,20,200,24,24,4.9,183
usa,801,Toggle,Silene,1973,6,28,19:45:00,NTS-YF,37.11491,-116.04092,198.12,1254,UG-S,WR,0,20,,0.005,2,
usa,802,Arbor,Polygonum,1973,10,2,14:30:00,NTS-YF,37.15879,-116.07299,213.36,1304,UG-S,WR,0,20,,,,
usa,803,Arbor,Waller,1973,10,2,15:15:00,NTS-YF,37.15391,-116.06771,-310.9,1294,UG-S,WR,0,20,,1,3.9,
usa,804,Arbor,Husky Ace,1973,10,12,17:00:00,NTS-RM,37.20039,-116.20317,415.66,2238,UG-T,WE,0,20,8,8,4.8,
usa,805,Arbor,Bernal,1973,11,28,15:30:00,NTS-YF,37.01099,-116.02448,285.29,1183,UG-S,WR,0,20,,5,4.4,140
usa,806,Arbor,Pajara,1973,12,12,19:00:00,NTS-YF,36.99149,-116.02413,278.17,1175,UG-S,WR,0,20,,5,4.4,150
usa,807,Arbor,Seafoam,1973,12,13,15:17:00,NTS-YF,37.1614,-116.07305,198.12,1306,UG-S,WR,0,20,,,,
usa,808,Arbor,Spar,1973,12,19,18:30:00,NTS-YF,37.00577,-116.01889,148.43,1180,UG-S,SE,0,20,,,,
usa,809,Arbor,Elida,1973,12,19,19:16:00,NTS-YF,37.00114,-116.03141,381.42,1178,UG-S,WR,0,20,0.3,0.3,,
usa,810,Arbor,Pinodrops-Sloat     S,1974,1,10,15:38:00,NTS-YF,37.174,-116.052,-342.9,1283,UG-S,WR,0,20,,,,
usa,811,Arbor,Pinedrops-Tawny     SS,1974,1,10,15:38:00,NTS-YF,37.174,-116.052,,1283,UG-S,WR,0,20,,,,
